root_id,influence,adjusted,super_class,class,betweenness,rank,hops
720575940624200974,2.565679287330716,24.942223272930327,central,ALPN,0.0,7932,1
720575940624201033,0.1282961227423576,21.946585771936185,central,ALIN,0.0,6087,2
720575940624205353,1.213926912479945,24.19386048693696,central,unknown,0.0,4801,2
720575940624206121,0.14841181709731957,22.092235678616685,central,unknown,0.0,5241,2
720575940624206472,0.5299990131978818,23.36511986567151,central,ALIN,1.1985578633938046e-05,222,2
720575940624210407,3.2171552747666032,25.16849751403849,sensory,olfactory,0.0,3463,0
720575940624211640,1.0,24.0,sensory,olfactory,0.0,3144,0
720575940624221773,0.1553087554927998,22.137659827515073,central,unknown,0.0,6979,2
720575940624223888,3.112130939341205,25.135307681054773,sensory,olfactory,0.0,1614,0
720575940624224526,2.0341192725931787,24.710062935333486,central,Kenyon_Cell,0.0,810,2
720575940624227509,2.9640238225187274,25.086547744688563,sensory,olfactory,0.0,3986,0
720575940624227917,0.8956848121199383,23.889833299918873,central,unknown,0.0,4584,2
720575940624235448,2.0937587548792864,24.738960898017382,central,Kenyon_Cell,0.0,7041,2
720575940624243388,1.7443759278706796,24.556396857229874,central,Kenyon_Cell,0.0,4120,2
720575940624243982,1.548385348712995,24.437212677465915,central,Kenyon_Cell,0.0,3413,2
720575940624245436,0.0686267995171376,21.320927842975706,central,unknown,0.0,934,2
720575940624247787,0.6900658541382301,23.62903175483503,central,unknown,0.0,7955,2
720575940624250160,1.946655731378147,24.666112890713514,central,Kenyon_Cell,0.0,6624,2
720575940624264340,2.8121953761299316,25.03396545095515,sensory,olfactory,0.0,1504,0
720575940624264462,1.7915607737577668,24.583087180580044,central,Kenyon_Cell,0.0,3759,2
720575940624265998,1.9691996331468573,24.67762718260637,central,Kenyon_Cell,0.0,4227,2
720575940624274249,0.018549331993655663,20.012678498299206,central,unknown,0.0,6352,2
720575940624274685,0.029707604590782664,20.48364778087982,central,unknown,0.0,778,2
720575940624275262,1.0895540862543336,24.08576851735928,central,unknown,0.0,3023,2
720575940624276784,2.0744239385478074,24.729683495162142,central,Kenyon_Cell,0.0,6996,2
720575940624288520,2.0036226157290034,24.69495684998454,central,Kenyon_Cell,0.0,5091,2
720575940624290539,2.086260379414525,24.73537317113529,central,Kenyon_Cell,0.0,1359,2
720575940624290855,1.9034049773627846,24.643644375637862,central,Kenyon_Cell,0.0,7678,2
720575940624291728,1.1070415421419788,24.101691179799243,central,Kenyon_Cell,0.0,3825,2
720575940624292843,1.7537052500479682,24.561730835386506,central,unknown,0.0,6174,2
720575940624294800,1.4105396344905314,24.343972350668484,central,unknown,0.0,1643,2
720575940624296376,1.3794729580350027,24.32170151175382,central,Kenyon_Cell,0.0,2880,2
720575940624300984,1.8405075251765934,24.61004136248742,central,Kenyon_Cell,0.0,1445,2
720575940624302008,1.9747473353716423,24.68044045871176,central,Kenyon_Cell,0.0,3012,2
